player_id,name,team,team_id,url,position,position_short,position_group,height_cm,shirt,age,country,preferred_foot,market_value_usd,market_value_eur,market_value,contract_end,league_name,league_group,season_league,season_year,All Competitions - Clean sheets,All Competitions - Goals conceded,All Competitions - Rating,All Competitions - Matches,All Competitions - Minutes played,All Competitions - Yellow cards,All Competitions - Red cards,Goalkeeping - Saves,Goalkeeping - Save percentage,Goalkeeping - Goals conceded,Goalkeeping - Goals prevented,Goalkeeping - Clean sheets,Goalkeeping - Penalty saves,Goalkeeping - Penalties conceded,Goalkeeping - Penalty save %,Goalkeeping - Error led to goal,Goalkeeping - Acted as sweeper,Goalkeeping - High claims,Distribution - Accurate passes,Distribution - Pass accuracy,Distribution - Accurate long balls,Distribution - Long ball accuracy,Distribution - xA,Discipline - Yellow cards,Discipline - Red cards,Selected Competition - Conceded,Selected Competition - Clean sheets,Selected Competition - Rating,Selected Competition - Matches,Selected Competition - Started,Selected Competition - Penalties saved,Goalkeeping - Saves (per90),Goalkeeping - Save percentage (per90),Goalkeeping - Goals conceded (per90),Goalkeeping - Goals prevented (per90),Goalkeeping - Clean sheets (per90),Goalkeeping - Penalty saves (per90),Goalkeeping - Penalties conceded (per90),Goalkeeping - Penalty save % (per90),Goalkeeping - Error led to goal (per90),Goalkeeping - Acted as sweeper (per90),Goalkeeping - High claims (per90),Distribution - Accurate passes (per90),Distribution - Pass accuracy (per90),Distribution - Accurate long balls (per90),Distribution - Long ball accuracy (per90),Distribution - xA (per90),Discipline - Yellow cards (per90),Discipline - Red cards (per90),All Competitions - Saved penalties,All Competitions - Goals,All Competitions - Assists,All Competitions - Started,Shooting - Goals,Shooting - Shots,Passing - Assists,Passing - xA,Passing - Accurate passes,Passing - Pass accuracy,Passing - Accurate long balls,Passing - Long ball accuracy,Passing - Chances created,Possession - Duels won,Possession - Duels won %,Possession - Aerials won,Possession - Aerials won %,Possession - Touches,Possession - Touches in opposition box,Possession - Dispossessed,Possession - Fouls won,Defending - Defensive actions,Defending - Tackles,Defending - Interceptions,Defending - Blocked scoring attempt,Defending - Fouls committed,Defending - Recoveries,Defending - Possession won final 3rd,Defending - Dribbled past,Defending - Clearances,Defending - Clean sheets,Defending - Goals conceded while on pitch,Defending - xG against while on pitch,Selected Competition - Goals,Selected Competition - Assists,Selected Competition - Minutes,Shooting - Goals (per90),Shooting - Shots (per90),Passing - Assists (per90),Passing - xA (per90),Passing - Accurate passes (per90),Passing - Pass accuracy (per90),Passing - Accurate long balls (per90),Passing - Long ball accuracy (per90),Passing - Chances created (per90),Possession - Duels won (per90),Possession - Duels won % (per90),Possession - Aerials won (per90),Possession - Aerials won % (per90),Possession - Touches (per90),Possession - Touches in opposition box (per90),Possession - Dispossessed (per90),Possession - Fouls won (per90),Defending - Defensive actions (per90),Defending - Tackles (per90),Defending - Interceptions (per90),Defending - Blocked scoring attempt (per90),Defending - Fouls committed (per90),Defending - Recoveries (per90),Defending - Possession won final 3rd (per90),Defending - Dribbled past (per90),Defending - Clearances (per90),Defending - Clean sheets (per90),Defending - Goals conceded while on pitch (per90),Defending - xG against while on pitch (per90),Shooting - xG,Shooting - xGOT,Shooting - xG excl. penalty,Shooting - Shots on target,Shooting - Headed shots,Passing - Big chances created,Passing - Successful crosses,Passing - Cross accuracy,Possession - Dribbles,Possession - Dribbles success rate,Defending - Penalties conceded,Shooting - xG (per90),Shooting - xGOT (per90),Shooting - xG excl. penalty (per90),Shooting - Shots on target (per90),Shooting - Headed shots (per90),Passing - Big chances created (per90),Passing - Successful crosses (per90),Passing - Cross accuracy (per90),Possession - Dribbles (per90),Possession - Dribbles success rate (per90),Defending - Penalties conceded (per90),market_value_usd_raw
789567,Steven Alzate,Atlanta United,773958,https://www.fotmob.com/players/789567/steven-alzate,Central Midfielder,CM,midfielders,180 cm,7,27,Colombia,Right,$1.7m,1463776,€1.5m,2030-12-31,MLS,Eastern,Major League Soccer,2026,,,6.53,7,397,1,0,,,,,,,,,,,,,,,,,1,0,,,6.53,7,4,,,,,,,,,,,,,,,,,,0.23,0.0,,0.0,0.0,4.0,0,3,0,0.16,206,92.4,4,66.7,5,23,54.8,1,33.3,284,4,4,5,18,11,3,,7,13,3,2,4,0,10,8.71,0,0,397,0.0,0.68,0.0,0.04,46.7,92.38,0.91,66.67,1.13,5.21,54.76,0.23,33.33,64.38,0.91,0.91,1.13,4.08,2.49,0.68,,1.59,2.95,0.68,0.45,0.91,0.0,2.27,1.97,0.10,0.01,0.10,1,,1,,,6,60.0,,0.02,0.0,0.02,0.23,,0.23,,,1.36,60.0,,1678951.07
769928,Tristan Muyumba,Atlanta United,773958,https://www.fotmob.com/players/769928/tristan-muyumba,Central Midfielder,CM,midfielders,165 cm,8,29,France,Right,$538.4k,469363,€469.4k,2026-12-31,MLS,Eastern,Major League Soccer,2026,,,6.9,14,1016,3,0,,,,,,,,,,,,,,,,,3,0,,,6.90,14,11,,,,,,,,,,,,,,,,,,0.27,0.0,,1.0,0.0,11.0,1,9,0,1.34,737,90.5,27,69.2,12,48,47.5,9,50.0,964,10,9,3,65,31,16,4,16,61,5,14,14,1,19,17.91,1,0,1016,0.09,0.8,0.0,0.12,65.29,90.54,2.39,69.23,1.06,4.25,47.52,0.8,50.0,85.39,0.89,0.8,0.27,5.76,2.75,1.42,0.35,1.42,5.4,0.44,1.24,1.24,0.09,1.68,1.59,0.51,0.63,0.51,2,,,3,60.0,5,50.0,,0.04,0.06,0.04,0.18,,,0.27,60.0,0.44,50.0,,538359.36
1830234,Adrian Gill,Atlanta United 2,773958,https://www.fotmob.com/players/1830234/adrian-gill,Defensive Midfielder,DM,midfielders,177 cm,16,20,USA,Right,$57.4k,50000,€50k,,MLS,Eastern,MLS Next Pro,2026,,,7.34,9,739,1,1,,,,,,,,,,,,,,,,,1,1,,,7.34,9,9,,,,,,,,,,,,,,,,,,0.12,0.12,,1.0,0.0,9.0,1,5,0,,290,90.3,16,72.7,8,41,59.4,2,33.3,442,3,8,15,36,13,12,3,6,65,,6,8,1,8,,1,0,739,0.12,0.61,0.0,,35.32,90.34,1.95,72.73,0.97,4.99,59.42,0.24,33.33,53.83,0.37,0.97,1.83,4.38,1.58,1.46,0.37,0.73,7.92,,0.73,0.97,0.12,0.97,,,,,1,,2,4,40.0,11,73.3,,,,,0.12,,0.24,0.49,40.0,1.34,73.33,,57350.0
1610144,Adyn Torres,Atlanta United 2,773958,https://www.fotmob.com/players/1610144/adyn-torres,Defensive Midfielder,DM,midfielders,175 cm,23,18,Puerto Rico,Right,$1.1m,916422,€916.4k,,MLS,Eastern,MLS Next Pro,2026,,,6.61,12,911,2,0,,,,,,,,,,,,,,,,,2,0,,,6.61,12,10,,,,,,,,,,,,,,,,,,0.2,0.0,,0.0,0.0,10.0,0,9,0,,292,81.3,16,57.1,2,59,50.0,8,57.1,537,4,18,26,45,20,9,5,16,46,,9,11,1,17,,0,0,911,0.0,0.89,0.0,,28.85,81.34,1.58,57.14,0.2,5.83,50.0,0.79,57.14,53.05,0.4,1.78,2.57,4.45,1.98,0.89,0.49,1.58,4.54,,0.89,1.09,0.1,1.68,,,,,1,,,,,6,33.3,,,,,0.1,,,,,0.59,33.33,,1051136.03
1077994,Will Reilly,Atlanta United,773958,https://www.fotmob.com/players/1077994/will-reilly,Central Midfielder,CM,midfielders,178 cm,28,23,USA,Right,$196.2k,171018,€171k,2026-12-31,MLS,Eastern,Major League Soccer,2026,,,6.32,4,218,1,0,,,,,,,,,,,,,,,,,1,0,,,6.32,4,3,,,,,,,,,,,,,,,,,,0.41,0.0,,0.0,0.0,3.0,0,0,0,0.14,97,85.1,3,37.5,2,8,47.1,3,60.0,142,2,2,2,3,2,,,2,10,2,1,1,0,5,2.56,0,0,218,0.0,0.0,0.0,0.06,40.05,85.09,1.24,37.5,0.83,3.3,47.06,1.24,60.0,58.62,0.83,0.83,0.83,1.24,0.83,,,0.83,4.13,0.83,0.41,0.41,0.0,2.06,1.06,,,,,,,,,1,33.3,,,,,,,,,,0.41,33.33,,196157.65
1170743,Ajani Fortune,Atlanta United,773958,https://www.fotmob.com/players/1170743/ajani-fortune,Central Midfielder,CM,midfielders,173 cm,35,23,Trinidad and Tobago,Right,$973.1k,848381,€848.4k,,MLS,Eastern,Major League Soccer,2026,,,6.8,9,445,0,0,,,,,,,,,,,,,,,,,0,0,,,6.80,9,4,,,,,,,,,,,,,,,,,,0.0,0.0,,2.0,0.0,4.0,2,10,0,0.39,187,87.4,11,61.1,7,18,50.0,4,44.4,280,7,4,5,12,7,2,1,5,20,3,4,2,0,8,8.68,2,0,445,0.4,2.02,0.0,0.08,37.82,87.38,2.22,61.11,1.42,3.64,50.0,0.81,44.44,56.63,1.42,0.81,1.01,2.43,1.42,0.4,0.2,1.01,4.04,0.61,0.81,0.4,0.0,1.62,1.76,0.72,1.45,0.72,5,,2,,,2,66.7,,0.15,0.29,0.15,1.01,,0.4,,,0.4,66.67,,973093.01
1732500,Cooper Sanchez,Atlanta United,773958,https://www.fotmob.com/players/1732500/cooper-sanchez,Central Midfielder,CM,midfielders,,48,18,USA,Right,$57.4k,50000,€50k,,MLS,Eastern,Major League Soccer,2026,,,6.4,13,939,4,0,,,,,,,,,,,,,,,,,4,0,,,6.40,13,12,,,,,,,,,,,,,,,,,,0.38,0.0,,0.0,1.0,12.0,0,10,1,0.73,391,85.6,25,67.6,9,23,26.4,7,35.0,562,13,9,6,27,8,11,,22,38,4,16,8,0,16,16.36,0,1,939,0.0,0.96,0.1,0.07,37.48,85.56,2.4,67.57,0.86,2.2,26.44,0.67,35.0,53.87,1.25,0.86,0.58,2.59,0.77,1.05,,2.11,3.64,0.38,1.53,0.77,0.0,1.53,1.57,1.03,0.12,1.03,2,1,1,2,50.0,2,33.3,,0.1,0.01,0.1,0.19,0.1,0.1,0.19,50.0,0.19,33.33,,57350.0
1659144,Dominik Chong Qui,Atlanta United 2,773958,https://www.fotmob.com/players/1659144/dominik-chong-qui,Left Midfielder,LM,midfielders,175 cm,50,18,USA,Left,$1.2m,1063391,€1.1m,,MLS,Eastern,MLS Next Pro,2026,,,7.28,11,904,1,0,,,,,,,,,,,,,,,,,1,0,,,7.28,11,11,,,,,,,,,,,,,,,,,,0.1,0.0,,0.0,3.0,11.0,0,17,3,,200,76.0,4,23.5,16,67,53.6,9,56.2,557,34,9,16,51,30,13,,23,48,,6,8,2,15,,0,3,904,0.0,1.69,0.3,,19.91,76.05,0.4,23.53,1.59,6.67,53.6,0.9,56.25,55.45,3.38,0.9,1.59,5.08,2.99,1.29,,2.29,4.78,,0.6,0.8,0.2,1.49,,,,,12,1,5,10,30.3,12,48.0,,,,,1.19,0.1,0.5,1.0,30.3,1.19,48.0,,1219709.48
1241957,Matías Galarza,Atlanta United,773958,https://www.fotmob.com/players/1241957/mat-as-galarza,Central Midfielder,CM,midfielders,175 cm,88,24,Paraguay,Left,$2.9m,2514488,€2.5m,2028-12-31,MLS,Eastern,Major League Soccer,2026,,,6.86,10,666,2,0,,,,,,,,,,,,,,,,,2,0,,,6.86,10,8,,,,,,,,,,,,,,,,,,0.27,0.0,,0.0,0.0,8.0,0,18,0,0.59,258,77.5,10,43.5,10,58,52.3,12,44.4,492,18,11,15,37,27,4,,18,32,11,3,6,0,7,9.38,0,0,666,0.0,2.43,0.0,0.08,34.86,77.48,1.35,43.48,1.35,7.84,52.25,1.62,44.44,66.49,2.43,1.49,2.03,5.0,3.65,0.54,,2.43,4.32,1.49,0.41,0.81,0.0,0.95,1.27,0.90,0.78,0.90,5,,,5,26.3,4,33.3,,0.12,0.1,0.12,0.68,,,0.68,26.32,0.54,33.33,,2884117.74
1244946,Patrick Weah,Atlanta United 2,773958,https://www.fotmob.com/players/1244946/patrick-weah,Striker,ST,attackers,185 cm,33,22,Liberia,Right,$323.7k,282227,€282.2k,,MLS,Eastern,MLS Next Pro,2026,,,6.27,5,145,0,0,,,,,,,,,,,,,,,,,0,0,,,6.27,5,1,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,1.0,0,7,0,,23,74.2,1,100.0,5,10,45.5,5,50.0,63,13,2,4,1,1,,,,6,,,,0,1,,0,0,145,0.0,4.34,0.0,,14.28,74.19,0.62,100.0,3.1,6.21,45.45,3.1,50.0,39.1,8.07,1.24,2.48,0.62,0.62,,,,3.72,,,,0.0,0.62,,,,,,2,,1,33.3,,,,,,,,1.24,,0.62,33.33,,,,323714.37
783585,Emmanuel Latte Lath,Atlanta United,773958,https://www.fotmob.com/players/783585/emmanuel-latte-lath,Striker,ST,attackers,177 cm,9,27,Ivory Coast,Right,$18.6m,16246671,€16.2m,2028-12-31,MLS,Eastern,Major League Soccer,2026,,,6.53,13,901,2,0,,,,,,,,,,,,,,,,,2,0,,,6.53,13,10,,,,,,,,,,,,,,,,,,0.2,0.0,,2.0,1.0,10.0,2,23,1,1.05,127,79.9,1,50.0,5,35,43.2,14,46.7,275,38,11,7,20,9,,2,7,22,8,,9,1,14,14.46,2,1,901,0.2,2.3,0.1,0.1,12.69,79.87,0.1,50.0,0.5,3.5,43.21,1.4,46.67,27.47,3.8,1.1,0.7,2.0,0.9,,0.2,0.7,2.2,0.8,,0.9,0.1,1.4,1.44,2.77,2.91,2.77,5,5,1,,,5,29.4,,0.28,0.29,0.28,0.5,0.5,0.1,,,0.5,29.41,,18634931.64
442277,Miguel Almirón,Atlanta United,773958,https://www.fotmob.com/players/442277/miguel-almir-n,Left Winger,LW,attackers,174 cm,10,32,Paraguay,Left,$20.7m,18080334,€18.1m,2027-12-31,MLS,Eastern,Major League Soccer,2026,,,7.16,8,658,0,0,,,,,,,,,,,,,,,,,0,0,,,7.16,8,7,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,3.0,7.0,0,19,3,1.54,261,81.1,5,35.7,12,36,52.2,2,20.0,474,26,16,13,17,10,5,1,3,31,3,2,1,1,12,12.76,0,3,658,0.0,2.6,0.41,0.21,35.7,81.06,0.68,35.71,1.64,4.92,52.17,0.27,20.0,64.83,3.56,2.19,1.78,2.33,1.37,0.68,0.14,0.41,4.24,0.41,0.27,0.14,0.14,1.64,1.75,1.88,1.71,1.88,5,,3,7,20.6,11,68.8,,0.26,0.23,0.26,0.68,,0.41,0.96,20.59,1.5,68.75,,20738143.1
652955,Saba Lobjanidze,Atlanta United,773958,https://www.fotmob.com/players/652955/saba-lobjanidze,Right Winger,RW,attackers,175 cm,11,31,Georgia,Left,$1.8m,1581555,€1.6m,2026-12-31,MLS,Eastern,Major League Soccer,2026,,,6.59,13,633,0,0,,,,,,,,,,,,,,,,,0,0,,,6.59,13,8,,,,,,,,,,,,,,,,,,0.0,0.0,,2.0,0.0,8.0,2,24,0,1.17,110,75.9,3,75.0,13,15,41.7,2,50.0,286,58,4,1,7,3,3,,4,15,2,4,1,0,10,11.18,2,0,633,0.28,3.41,0.0,0.17,15.64,75.86,0.43,75.0,1.85,2.13,41.67,0.28,50.0,40.66,8.25,0.57,0.14,1.0,0.43,0.43,,0.57,2.13,0.28,0.57,0.14,0.0,1.42,1.59,1.80,1.94,1.80,11,,1,7,14.9,9,52.9,,0.26,0.28,0.26,1.56,,0.14,1.0,14.89,1.28,52.94,,1814043.58
604410,Sérgio Santos,Atlanta United,773958,https://www.fotmob.com/players/604410/s-rgio-santos,forward,,attackers,180 cm,19,31,Brazil,Right,$327.2k,285286,€285.3k,,MLS,Eastern,Major League Soccer,2026,,,6.63,3,32,0,0,,,,,,,,,,,,,,,,,0,0,,,6.63,3,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327223.04
